controller,scenario,runs,cte_rmse_m_mean,cte_rmse_m_std,cte_p95_abs_m_mean,cte_p95_abs_m_std,cte_max_abs_m_mean,cte_max_abs_m_std,heading_rmse_deg_mean,heading_rmse_deg_std,steering_rate_rms_deg_s_mean,steering_rate_rms_deg_s_std,compute_mean_ms_mean,compute_mean_ms_std,compute_p95_ms_mean,compute_p95_ms_std,compute_max_ms_mean,compute_max_ms_std,deadline_miss_percent_mean,deadline_miss_percent_std,completion_percent_mean,completion_percent_std,controller_failures_mean,controller_failures_std
greybox_mpc,lateral_minus_0p5,1,0.17303143920684855,0.0,0.2637672104572033,0.0,1.6871684082378866,0.0,0.637839034888692,0.0,2.5463547574575522,0.0,38.36320352389196,0.0,41.817080100008745,0.0,51.05096800252795,0.0,0.01836884643644379,0.0,99.94498598010412,0.0,1.0,0.0
greybox_mpc,lateral_plus_0p5,1,0.1734783383272097,0.0,0.26016851129574037,0.0,1.7145976363430377,0.0,0.5429180788830075,0.0,2.3769502050317746,0.0,37.9646077759922,0.0,41.34059224634257,0.0,48.84323499572929,0.0,0.0,0.0,99.92988959580222,0.0,0.0,0.0
greybox_mpc,yaw_minus_5deg,1,6.991961550441141,0.0,9.901597873007587,0.0,12.647059121109223,0.0,105.26886109664608,0.0,26.491410103610885,0.0,40.7203970245166,0.0,48.541924996243324,0.0,61.198975003208034,0.0,1.4997656616153727,0.0,2.008647156445863,0.0,0.0,0.0
greybox_mpc,yaw_plus_5deg,1,7.0403436340358425,0.0,9.909068018992265,0.0,11.152156714177162,0.0,105.1013337215311,0.0,28.63022824048861,0.0,40.93216347615054,0.0,48.502256999199744,0.0,58.76053399697412,0.0,1.8590845180440556,0.0,1.3326448186419126,0.0,0.0,0.0
kinematic_mpc,lateral_minus_0p5,1,8.257633887450918,0.0,11.94952283492297,0.0,12.652854884130626,0.0,102.38560693385709,0.0,25.676975320420016,0.0,28.491689472746447,0.0,32.78754399798345,0.0,40.807421995850746,0.0,0.0,0.0,4.250320883494261,0.0,2.0,0.0
kinematic_mpc,lateral_plus_0p5,1,9.863205788965919,0.0,17.013028553265794,0.0,20.07045619792727,0.0,104.79236195189274,0.0,28.04086870522704,0.0,28.43489379848908,0.0,33.000368602370145,0.0,42.31765399890719,0.0,0.0,0.0,2.5606074127601923,0.0,5.0,0.0
kinematic_mpc,yaw_minus_5deg,1,8.064886520644036,0.0,11.428068034055107,0.0,13.466921757181511,0.0,103.24487370188459,0.0,25.154119757908454,0.0,27.927274370469146,0.0,32.18154700152809,0.0,38.62438900250709,0.0,0.0,0.0,3.6545771108569602,0.0,3.0,0.0
kinematic_mpc,yaw_plus_5deg,1,9.12275300782918,0.0,13.67692551567938,0.0,14.289155603712794,0.0,103.50484839731575,0.0,25.425356248459497,0.0,28.07106379165319,0.0,32.31737799796974,0.0,40.09948299790267,0.0,0.0,0.0,3.47479039138605,0.0,5.0,0.0
stanley,lateral_minus_0p5,1,0.12032889697748447,0.0,0.06818856314072916,0.0,1.687154443441373,0.0,0.39445623901680965,0.0,8.441828679979363,0.0,0.09114897720529683,0.0,0.10117309720953924,0.0,0.2234779967693612,0.0,0.0,0.0,99.94649232636597,0.0,0.0,0.0
stanley,lateral_plus_0p5,1,0.12326987343023141,0.0,0.0691377992201783,0.0,1.7074549567457282,0.0,0.39745880594849536,0.0,8.375256705937197,0.0,0.09080708393957512,0.0,0.10049700067611411,0.0,0.24142199981724843,0.0,0.0,0.0,99.92988959580222,0.0,0.0,0.0
stanley,yaw_minus_5deg,1,0.11345071671887227,0.0,0.066494593916853,0.0,1.6248563539200462,0.0,0.41528331762668513,0.0,7.17961327830676,0.0,0.08923702265589824,0.0,0.09747099975356834,0.0,0.16209300520131364,0.0,0.0,0.0,99.92988959580222,0.0,0.0,0.0
stanley,yaw_plus_5deg,1,0.11425192689352516,0.0,0.06693454074935655,0.0,1.610809137160261,0.0,0.40211330396371886,0.0,6.735353163627458,0.0,0.08960098581070115,0.0,0.09789500327315181,0.0,0.17639999714447185,0.0,0.0,0.0,99.93405335064985,0.0,0.0,0.0
